Experimental ID,Genome assembly,Antigen class,Antigen,Cell type class,Cell type,Cell type description,Processing logs,Title,Meta data,BigWig,Peak-call (BED) (q < 1E-05),Peak-call (BED) (q < 1E-10),Peak-call (BED) (q < 1E-20),Peak-call (BigBed) (q < 1E-05),Peak-call (BigBed) (q < 1E-10),Peak-call (BigBed) (q < 1E-20)
SRX7371437,hg19,TFs and others,TP53,Pluripotent stem cell,hESC derived endodermal cells,,"52775262,27.2,85.7,545",GSM4218346: ENDO1865 2; Homo sapiens; ChIP-Seq,"source_name=H9-endoderm_p53_ IFI16sh1865 || cell line=human embryonic stem cell H9 || cell type=endoderm || gender=female || treatment=IFI16 knockdown || antibody=p53 (Santa Cruz, sc-126)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX7371437.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX7371437.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX7371437.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX7371437.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX7371437.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX7371437.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX7371437.20.bb
SRX7371438,hg19,TFs and others,TP53,Pluripotent stem cell,hESC derived mesodermal cells,,"43568151,173.8,11.4,5159",GSM4218347: MESONC 1; Homo sapiens; ChIP-Seq,"source_name=H9-mesoderm_p53_ IFI16shNC || cell line=human embryonic stem cell H9 || cell type=mesoderm || gender=female || treatment=none || antibody=p53 (Santa Cruz, sc-126)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX7371438.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX7371438.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX7371438.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX7371438.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX7371438.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX7371438.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX7371438.20.bb
SRX7371439,hg19,TFs and others,TP53,Pluripotent stem cell,hESC derived mesodermal cells,,"40514899,171.1,12.6,1200",GSM4218348: MESONC 2; Homo sapiens; ChIP-Seq,"source_name=H9-mesoderm_p53_ IFI16shNC || cell line=human embryonic stem cell H9 || cell type=mesoderm || gender=female || treatment=none || antibody=p53 (Santa Cruz, sc-126)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX7371439.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX7371439.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX7371439.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX7371439.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX7371439.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX7371439.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX7371439.20.bb
SRX7371440,hg19,TFs and others,TP53,Pluripotent stem cell,hESC derived mesodermal cells,,"47597484,36.7,80.7,569",GSM4218349: MESO1865 1; Homo sapiens; ChIP-Seq,"source_name=H9-mesoderm_p53_ IFI16sh1865 || cell line=human embryonic stem cell H9 || cell type=mesoderm || gender=female || treatment=IFI16 knockdown || antibody=p53 (Santa Cruz, sc-126)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX7371440.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX7371440.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX7371440.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX7371440.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX7371440.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX7371440.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX7371440.20.bb
SRX7371441,hg19,TFs and others,TP53,Pluripotent stem cell,hESC derived mesodermal cells,,"40323865,39.4,79.2,543",GSM4218350: MESO1865 2; Homo sapiens; ChIP-Seq,"source_name=H9-mesoderm_p53_ IFI16sh1865 || cell line=human embryonic stem cell H9 || cell type=mesoderm || gender=female || treatment=IFI16 knockdown || antibody=p53 (Santa Cruz, sc-126)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX7371441.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX7371441.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX7371441.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX7371441.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX7371441.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX7371441.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX7371441.20.bb
SRX7371442,hg19,TFs and others,TP53,Pluripotent stem cell,hESC derived ectodermal cells,,"43224385,108.8,43.8,2595",GSM4218351: ECTONC 1; Homo sapiens; ChIP-Seq,"source_name=H9-ectoderm_p53_ IFI16shNC || cell line=human embryonic stem cell H9 || cell type=ectoderm || gender=female || treatment=none || antibody=p53 (Santa Cruz, sc-126)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX7371442.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX7371442.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX7371442.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX7371442.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX7371442.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX7371442.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX7371442.20.bb
SRX7371443,hg19,TFs and others,TP53,Pluripotent stem cell,hESC derived ectodermal cells,,"40394850,113.4,41.4,2560",GSM4218352: ECTONC 2; Homo sapiens; ChIP-Seq,"source_name=H9-ectoderm_p53_ IFI16shNC || cell line=human embryonic stem cell H9 || cell type=ectoderm || gender=female || treatment=none || antibody=p53 (Santa Cruz, sc-126)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX7371443.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX7371443.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX7371443.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX7371443.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX7371443.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX7371443.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX7371443.20.bb
SRX7371444,hg19,TFs and others,TP53,Pluripotent stem cell,hESC derived ectodermal cells,,"54929356,92.4,52.1,1472",GSM4218353: ECTO1865 1; Homo sapiens; ChIP-Seq,"source_name=H9-ectoderm_p53_ IFI16sh1865 || cell line=human embryonic stem cell H9 || cell type=ectoderm || gender=female || treatment=IFI16 knockdown || antibody=p53 (Santa Cruz, sc-126)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX7371444.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX7371444.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX7371444.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX7371444.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX7371444.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX7371444.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX7371444.20.bb
SRX7371445,hg19,TFs and others,TP53,Pluripotent stem cell,hESC derived ectodermal cells,,"51113245,96.3,50.0,1457",GSM4218354: ECTO1865 2; Homo sapiens; ChIP-Seq,"source_name=H9-ectoderm_p53_ IFI16sh1865 || cell line=human embryonic stem cell H9 || cell type=ectoderm || gender=female || treatment=IFI16 knockdown || antibody=p53 (Santa Cruz, sc-126)",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX7371445.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX7371445.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX7371445.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX7371445.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX7371445.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX7371445.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX7371445.20.bb
SRX899076,hg19,TFs and others,TP53,Breast,Breast cancer cells,,"23411048,90.1,4.4,856",GSM1624706: MDA231 DO-1; Homo sapiens; ChIP-Seq,"source_name=triple negative breast cancer || cell type=tumor-derived cancer cells || passages=10 to 20 || chip antibody=sc-126, Santa Cruz",http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bw/SRX899076.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed05/SRX899076.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed10/SRX899076.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bed20/SRX899076.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb05/SRX899076.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb10/SRX899076.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg19/eachData/bb20/SRX899076.20.bb
DRX135461,hg38,TFs and others,TP53,Lung,NCI-H1299,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma Non-Small Cell,"33740362,15.9,55.6,3643",Illumina Genome Analyzer IIx sequencing of SAMD00131353,sample_name=ChIP-seq (H1299 LacZ p53 IP) || cell_line=H1299,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/DRX135461.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/DRX135461.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/DRX135461.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/DRX135461.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/DRX135461.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/DRX135461.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/DRX135461.20.bb
DRX135462,hg38,TFs and others,TP53,Lung,NCI-H1299,Primary Tissue=Lung|Tissue Diagnosis=Carcinoma Non-Small Cell,"29608136,24.1,33.6,3971",Illumina Genome Analyzer IIx sequencing of SAMD00131354,sample_name=ChIP-seq (H1299 p53 IP) || cell_line=H1299,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/DRX135462.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/DRX135462.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/DRX135462.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/DRX135462.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/DRX135462.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/DRX135462.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/DRX135462.20.bb
ERX159257,hg38,TFs and others,TP53,Digestive tract,LoVo,Primary Tissue=Colon|Tissue Diagnosis=Adenocarcinoma,"13908769,25.5,8.2,160",,"Alias=LoVo_TP53 || Description=Chromatin immunoprecipitation of TP53 transcription factor from LoVo cells. Antibody used in the assay was from Santa Cruz, (sc-135773 X) || INSDC center alias=KI-BN || INSDC center name=Department of Biosciences and Nutrition, Karolinska Institutet, Sweden || INSDC first public=2013-01-18T09:17:04Z || INSDC last update=2012-10-24T16:35:18Z || INSDC status=public || SRA accession=ERS183069 || Sample Name=ERS183069 || Title=LoVo_TP53",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/ERX159257.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/ERX159257.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/ERX159257.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/ERX159257.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/ERX159257.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/ERX159257.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/ERX159257.20.bb
ERX159258,hg38,TFs and others,TP53,Digestive tract,LoVo,Primary Tissue=Colon|Tissue Diagnosis=Adenocarcinoma,"6673120,22.4,3.5,59",,"Alias=LoVo_TP53 || Description=Chromatin immunoprecipitation of TP53 transcription factor from LoVo cells. Antibody used in the assay was from Santa Cruz, (sc-135773 X) || INSDC center alias=KI-BN || INSDC center name=Department of Biosciences and Nutrition, Karolinska Institutet, Sweden || INSDC first public=2013-01-18T09:17:04Z || INSDC last update=2012-10-24T16:35:18Z || INSDC status=public || SRA accession=ERS183069 || Sample Name=ERS183069 || Title=LoVo_TP53",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/ERX159258.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/ERX159258.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/ERX159258.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/ERX159258.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/ERX159258.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/ERX159258.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/ERX159258.20.bb
ERX159259,hg38,TFs and others,TP53,Digestive tract,LoVo,Primary Tissue=Colon|Tissue Diagnosis=Adenocarcinoma,"6496355,21.2,3.3,45",,"Alias=LoVo_TP53 || Description=Chromatin immunoprecipitation of TP53 transcription factor from LoVo cells. Antibody used in the assay was from Santa Cruz, (sc-135773 X) || INSDC center alias=KI-BN || INSDC center name=Department of Biosciences and Nutrition, Karolinska Institutet, Sweden || INSDC first public=2013-01-18T09:17:04Z || INSDC last update=2012-10-24T16:35:18Z || INSDC status=public || SRA accession=ERS183069 || Sample Name=ERS183069 || Title=LoVo_TP53",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/ERX159259.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/ERX159259.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/ERX159259.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/ERX159259.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/ERX159259.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/ERX159259.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/ERX159259.20.bb
ERX181465,hg38,TFs and others,TP53,Bone,Saos-2,Primary Tissue=Bone|Tissue Diagnosis=Osteosarcoma,"202394853,11.3,82.2,12370",Characterization of the p53 cistrome - DNA binding cooperativity dissects p53's tumor suppressor functions,"Alias=E-MTAB-1394:SAOS+p53wt || Broker name=ArrayExpress || Description=Protocols: SAOS cells were cultured in Dulbecco's modified Eagle's medium (Life Technologies) supplemented with 10 % fetal bovine serum (PAA) and penicillin/streptomycin (Life Technologies) using standard conditions and procedures. Cells were transduced with recombinant adenovirus containing p53 wildtype, p53 R181E mutant, p53 E180R mutant, p53 R181E_E180R double mutant or GFP as previously described (Cam et al., 2006). ChIP was perfomed with a p53-specific antibody. The DNA was purified with the Qiaquick PCR purification Kit (Qiagen). || INSDC center alias=University of Marburg || INSDC center name=University of Marburg || INSDC first public=2014-02-14T17:02:00Z || INSDC last update=2018-03-08T16:10:48Z || INSDC status=public || SRA accession=ERS197247 || Sample Name=ERS197247 || Title=SAOS+p53wt || cell line=SAOS || immunoprecipitate=Anti-p53, sc-126, Santa-cruz || transfection=p53wt",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/ERX181465.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/ERX181465.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/ERX181465.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/ERX181465.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/ERX181465.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/ERX181465.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/ERX181465.20.bb
ERX181466,hg38,TFs and others,TP53,Bone,Saos-2,Primary Tissue=Bone|Tissue Diagnosis=Osteosarcoma,"206677850,8.2,68.1,2446",Characterization of the p53 cistrome - DNA binding cooperativity dissects p53's tumor suppressor functions,"Alias=E-MTAB-1394:SAOS+GFP || Broker name=ArrayExpress || Description=Protocols: SAOS cells were cultured in Dulbecco's modified Eagle's medium (Life Technologies) supplemented with 10 % fetal bovine serum (PAA) and penicillin/streptomycin (Life Technologies) using standard conditions and procedures. Cells were transduced with recombinant adenovirus containing p53 wildtype, p53 R181E mutant, p53 E180R mutant, p53 R181E_E180R double mutant or GFP as previously described (Cam et al., 2006). ChIP was perfomed with a p53-specific antibody. The DNA was purified with the Qiaquick PCR purification Kit (Qiagen). || INSDC center alias=University of Marburg || INSDC center name=University of Marburg || INSDC first public=2014-02-14T17:02:00Z || INSDC last update=2018-03-08T16:10:48Z || INSDC status=public || SRA accession=ERS197248 || Sample Name=ERS197248 || Title=SAOS+GFP || cell line=SAOS || immunoprecipitate=Anti-p53, sc-126, Santa-cruz || transfection=mock",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/ERX181466.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/ERX181466.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/ERX181466.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/ERX181466.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/ERX181466.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/ERX181466.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/ERX181466.20.bb
ERX181467,hg38,TFs and others,TP53,Bone,Saos-2,Primary Tissue=Bone|Tissue Diagnosis=Osteosarcoma,"209977470,13.9,80.4,36117",Characterization of the p53 cistrome - DNA binding cooperativity dissects p53's tumor suppressor functions,"Alias=E-MTAB-1394:SAOS+p53EE/RR || Broker name=ArrayExpress || Description=Protocols: SAOS cells were cultured in Dulbecco's modified Eagle's medium (Life Technologies) supplemented with 10 % fetal bovine serum (PAA) and penicillin/streptomycin (Life Technologies) using standard conditions and procedures. Cells were transduced with recombinant adenovirus containing p53 wildtype, p53 R181E mutant, p53 E180R mutant, p53 R181E_E180R double mutant or GFP as previously described (Cam et al., 2006). ChIP was perfomed with a p53-specific antibody. The DNA was purified with the Qiaquick PCR purification Kit (Qiagen). || INSDC center alias=University of Marburg || INSDC center name=University of Marburg || INSDC first public=2014-02-14T17:02:00Z || INSDC last update=2018-03-08T16:10:48Z || INSDC status=public || SRA accession=ERS197249 || Sample Name=ERS197249 || Title=SAOS+p53EE/RR || cell line=SAOS || immunoprecipitate=Anti-p53, sc-126, Santa-cruz || transfection=EE/RR",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/ERX181467.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/ERX181467.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/ERX181467.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/ERX181467.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/ERX181467.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/ERX181467.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/ERX181467.20.bb
ERX181468,hg38,TFs and others,TP53,Bone,Saos-2,Primary Tissue=Bone|Tissue Diagnosis=Osteosarcoma,"192735554,14.0,77.4,6519",Characterization of the p53 cistrome - DNA binding cooperativity dissects p53's tumor suppressor functions,"Alias=E-MTAB-1394:SAOS+p53RR || Broker name=ArrayExpress || Description=Protocols: SAOS cells were cultured in Dulbecco's modified Eagle's medium (Life Technologies) supplemented with 10 % fetal bovine serum (PAA) and penicillin/streptomycin (Life Technologies) using standard conditions and procedures. Cells were transduced with recombinant adenovirus containing p53 wildtype, p53 R181E mutant, p53 E180R mutant, p53 R181E_E180R double mutant or GFP as previously described (Cam et al., 2006). ChIP was perfomed with a p53-specific antibody. The DNA was purified with the Qiaquick PCR purification Kit (Qiagen). || INSDC center alias=University of Marburg || INSDC center name=University of Marburg || INSDC first public=2014-02-14T17:02:00Z || INSDC last update=2018-03-08T16:10:48Z || INSDC status=public || SRA accession=ERS197250 || Sample Name=ERS197250 || Title=SAOS+p53RR || cell line=SAOS || immunoprecipitate=Anti-p53, sc-126, Santa-cruz || transfection=RR",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/ERX181468.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/ERX181468.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/ERX181468.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/ERX181468.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/ERX181468.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/ERX181468.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/ERX181468.20.bb
ERX181469,hg38,TFs and others,TP53,Bone,Saos-2,Primary Tissue=Bone|Tissue Diagnosis=Osteosarcoma,"213903005,13.7,71.8,5265",Characterization of the p53 cistrome - DNA binding cooperativity dissects p53's tumor suppressor functions,"Alias=E-MTAB-1394:SAOS+p53EE || Broker name=ArrayExpress || Description=Protocols: SAOS cells were cultured in Dulbecco's modified Eagle's medium (Life Technologies) supplemented with 10 % fetal bovine serum (PAA) and penicillin/streptomycin (Life Technologies) using standard conditions and procedures. Cells were transduced with recombinant adenovirus containing p53 wildtype, p53 R181E mutant, p53 E180R mutant, p53 R181E_E180R double mutant or GFP as previously described (Cam et al., 2006). ChIP was perfomed with a p53-specific antibody. The DNA was purified with the Qiaquick PCR purification Kit (Qiagen). || INSDC center alias=University of Marburg || INSDC center name=University of Marburg || INSDC first public=2014-02-14T17:02:00Z || INSDC last update=2018-03-08T16:10:48Z || INSDC status=public || SRA accession=ERS197251 || Sample Name=ERS197251 || Title=SAOS+p53EE || cell line=SAOS || immunoprecipitate=Anti-p53, sc-126, Santa-cruz || transfection=EE",http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bw/ERX181469.bw,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed05/ERX181469.05.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed10/ERX181469.10.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bed20/ERX181469.20.bed,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb05/ERX181469.05.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb10/ERX181469.10.bb,http://dbarchive.biosciencedbc.jp/kyushu-u/hg38/eachData/bb20/ERX181469.20.bb
